,Dataset,Method,Classifier,ConformalPredictor,Top1,Top5,alpha,use_platt_scaling,calibrated_tau,original_coverage,original_size,oracle_tau,predicted_alpha,predicted_tau,predicted_coverage,predicted_size,on_classes_of,raps_kreg,raps_lambda,shift_type
275,living17,PCR,resnet18,TPS,0.513,0.89,0.2,False,0.1639883256239045,0.358,0.556,0.9858160344581394,,0.7406779527664185,0.565,1.16,,-1.0,0.0,BREEDS
276,living17,QTC,resnet18,TPS,0.513,0.89,0.2,False,0.1639883256239045,0.358,0.556,0.9858160344581394,0.0729411765933036,0.8699180406003612,0.634,1.499,,-1.0,0.0,BREEDS
277,living17,QTC-SC,resnet18,TPS,0.513,0.89,0.2,False,0.1639883256239045,0.358,0.556,0.9858160344581394,0.0176470875740051,0.993365101973325,0.839,3.694,,-1.0,0.0,BREEDS
278,living17,QTC-ST,resnet18,APS,0.513,0.89,0.2,,0.1639883256239045,0.358,0.556,0.9858160344581394,,0.4205882251262665,0.451,0.796,,,,BREEDS
279,entity30,ACR,resnet18,TPS,0.474,0.81,0.01,False,0.998170149529638,0.898,7.835,0.9999849697292112,,0.9988170266151428,0.916,8.802,,-1.0,0.0,BREEDS
280,entity30,CHR,resnet18,TPS,0.474,0.81,0.01,False,0.998170149529638,0.898,7.835,0.9999849697292112,,0.9981377720832824,0.897,7.795,,-1.0,0.0,BREEDS
281,entity30,CHR-,resnet18,TPS,0.474,0.81,0.01,False,0.998170149529638,0.898,7.835,0.9999849697292112,,1.000002384185791,1.0,30.0,,-1.0,0.0,BREEDS
282,entity30,DCR,resnet18,TPS,0.474,0.81,0.01,False,0.998170149529638,0.898,7.835,0.9999849697292112,,0.999140848422708,0.928,9.544,,-1.0,0.0,BREEDS
283,entity30,PCR,resnet18,TPS,0.474,0.81,0.01,False,0.998170149529638,0.898,7.835,0.9999849697292112,,1.0017600059509275,1.0,30.0,,-1.0,0.0,BREEDS
284,entity30,QTC,resnet18,TPS,0.474,0.81,0.01,False,0.998170149529638,0.898,7.835,0.9999849697292112,0.0026666666381061,0.9999254643608314,0.976,15.386,,-1.0,0.0,BREEDS
285,entity30,QTC-SC,resnet18,TPS,0.474,0.81,0.01,False,0.998170149529638,0.898,7.835,0.9999849697292112,0.0088333487510681,0.9984586887643878,0.906,8.216,,-1.0,0.0,BREEDS
286,entity30,QTC-ST,resnet18,APS,0.474,0.81,0.01,,0.998170149529638,0.898,7.835,0.9999849697292112,,0.991166651248932,0.818,4.768,,,,BREEDS
287,entity30,ACR,resnet18,TPS,0.474,0.81,0.025,False,0.9912951432424948,0.82,4.796,0.9999108332246572,,0.9970912337303162,0.879,6.859,,-1.0,0.0,BREEDS
288,entity30,CHR,resnet18,TPS,0.474,0.81,0.025,False,0.9912951432424948,0.82,4.796,0.9999108332246572,,0.9965662956237792,0.87,6.523,,-1.0,0.0,BREEDS
289,entity30,CHR-,resnet18,TPS,0.474,0.81,0.025,False,0.9912951432424948,0.82,4.796,0.9999108332246572,,0.9962822198867798,0.866,6.366,,-1.0,0.0,BREEDS
290,entity30,DCR,resnet18,TPS,0.474,0.81,0.025,False,0.9912951432424948,0.82,4.796,0.9999108332246572,,0.9981935240584776,0.898,7.861,,-1.0,0.0,BREEDS
291,entity30,PCR,resnet18,TPS,0.474,0.81,0.025,False,0.9912951432424948,0.82,4.796,0.9999108332246572,,0.9994889497756958,0.943,10.78,,-1.0,0.0,BREEDS
292,entity30,QTC,resnet18,TPS,0.474,0.81,0.025,False,0.9912951432424948,0.82,4.796,0.9999108332246572,0.0074999998323619,0.9988191546774252,0.916,8.807,,-1.0,0.0,BREEDS
293,entity30,QTC-SC,resnet18,TPS,0.474,0.81,0.025,False,0.9912951432424948,0.82,4.796,0.9999108332246572,0.0088333487510681,0.9984586887643878,0.906,8.216,,-1.0,0.0,BREEDS
294,entity30,QTC-ST,resnet18,APS,0.474,0.81,0.025,,0.9912951432424948,0.82,4.796,0.9999108332246572,,0.991166651248932,0.818,4.768,,,,BREEDS
295,entity30,ACR,resnet18,TPS,0.474,0.81,0.05,False,0.967714720507152,0.714,2.89,0.9996348817968028,,0.990497589111328,0.814,4.64,,-1.0,0.0,BREEDS
296,entity30,CHR,resnet18,TPS,0.474,0.81,0.05,False,0.967714720507152,0.714,2.89,0.9996348817968028,,0.9953020811080932,0.855,5.916,,-1.0,0.0,BREEDS
297,entity30,CHR-,resnet18,TPS,0.474,0.81,0.05,False,0.967714720507152,0.714,2.89,0.9996348817968028,,0.9905024766921996,0.814,4.64,,-1.0,0.0,BREEDS
298,entity30,DCR,resnet18,TPS,0.474,0.81,0.05,False,0.967714720507152,0.714,2.89,0.9996348817968028,,0.9933899930762125,0.837,5.29,,-1.0,0.0,BREEDS
299,entity30,PCR,resnet18,TPS,0.474,0.81,0.05,False,0.967714720507152,0.714,2.89,0.9996348817968028,,0.994802474975586,0.85,5.73,,-1.0,0.0,BREEDS
300,entity30,QTC,resnet18,TPS,0.474,0.81,0.05,False,0.967714720507152,0.714,2.89,0.9996348817968028,0.0153333330526947,0.9964433643533288,0.869,6.452,,-1.0,0.0,BREEDS
301,entity30,QTC-SC,resnet18,TPS,0.474,0.81,0.05,False,0.967714720507152,0.714,2.89,0.9996348817968028,0.0088333487510681,0.9984586887643878,0.906,8.216,,-1.0,0.0,BREEDS
302,entity30,QTC-ST,resnet18,APS,0.474,0.81,0.05,,0.967714720507152,0.714,2.89,0.9996348817968028,,0.991166651248932,0.818,4.768,,,,BREEDS
303,entity30,ACR,resnet18,TPS,0.474,0.81,0.075,False,0.9190712141976072,0.634,1.967,0.9990417837543544,,0.982052445411682,0.767,3.653,,-1.0,0.0,BREEDS
304,entity30,CHR,resnet18,TPS,0.474,0.81,0.075,False,0.9190712141976072,0.634,1.967,0.9990417837543544,,0.9873080253601074,0.792,4.172,,-1.0,0.0,BREEDS
305,entity30,CHR-,resnet18,TPS,0.474,0.81,0.075,False,0.9190712141976072,0.634,1.967,0.9990417837543544,,0.9831278324127196,0.77,3.747,,-1.0,0.0,BREEDS
306,entity30,DCR,resnet18,TPS,0.474,0.81,0.075,False,0.9190712141976072,0.634,1.967,0.9990417837543544,,0.9841942358002376,0.774,3.84,,-1.0,0.0,BREEDS
307,entity30,PCR,resnet18,TPS,0.474,0.81,0.075,False,0.9190712141976072,0.634,1.967,0.9990417837543544,,0.9862514734268188,0.784,4.05,,-1.0,0.0,BREEDS
308,entity30,QTC,resnet18,TPS,0.474,0.81,0.075,False,0.9190712141976072,0.634,1.967,0.9990417837543544,0.0231666658073663,0.9923168236787028,0.827,5.012,,-1.0,0.0,BREEDS
309,entity30,QTC-SC,resnet18,TPS,0.474,0.81,0.075,False,0.9190712141976072,0.634,1.967,0.9990417837543544,0.0088333487510681,0.9984586887643878,0.906,8.216,,-1.0,0.0,BREEDS
310,entity30,QTC-ST,resnet18,APS,0.474,0.81,0.075,,0.9190712141976072,0.634,1.967,0.9990417837543544,,0.991166651248932,0.818,4.768,,,,BREEDS
311,entity30,ACR,resnet18,TPS,0.474,0.81,0.1,False,0.8503364857383073,0.574,1.492,0.998270633562887,,0.9693194031715392,0.719,2.952,,-1.0,0.0,BREEDS
312,entity30,CHR,resnet18,TPS,0.474,0.81,0.1,False,0.8503364857383073,0.574,1.492,0.998270633562887,,0.9777593612670898,0.75,3.36,,-1.0,0.0,BREEDS
313,entity30,CHR-,resnet18,TPS,0.474,0.81,0.1,False,0.8503364857383073,0.574,1.492,0.998270633562887,,0.9755421876907348,0.742,3.242,,-1.0,0.0,BREEDS
314,entity30,DCR,resnet18,TPS,0.474,0.81,0.1,False,0.8503364857383073,0.574,1.492,0.998270633562887,,0.9714255567736924,0.728,3.04,,-1.0,0.0,BREEDS
315,entity30,PCR,resnet18,TPS,0.474,0.81,0.1,False,0.8503364857383073,0.574,1.492,0.998270633562887,,0.9723657369613647,0.731,3.087,,-1.0,0.0,BREEDS
316,entity30,QTC,resnet18,TPS,0.474,0.81,0.1,False,0.8503364857383073,0.574,1.492,0.998270633562887,0.0305000003427267,0.9871308470149058,0.791,4.153,,-1.0,0.0,BREEDS
317,entity30,QTC-SC,resnet18,TPS,0.474,0.81,0.1,False,0.8503364857383073,0.574,1.492,0.998270633562887,0.0109999775886535,0.9978639189847708,0.89,7.488,,-1.0,0.0,BREEDS
318,entity30,QTC-ST,resnet18,APS,0.474,0.81,0.1,,0.8503364857383073,0.574,1.492,0.998270633562887,,0.9835000038146972,0.771,3.778,,,,BREEDS
319,entity30,ACR,resnet18,TPS,0.474,0.81,0.15,False,0.6302924469615021,0.468,0.933,0.9947575818498618,,0.933853268623352,0.652,2.144,,-1.0,0.0,BREEDS
320,entity30,CHR,resnet18,TPS,0.474,0.81,0.15,False,0.6302924469615021,0.468,0.933,0.9947575818498618,,0.9499797224998474,0.676,2.426,,-1.0,0.0,BREEDS
321,entity30,CHR-,resnet18,TPS,0.474,0.81,0.15,False,0.6302924469615021,0.468,0.933,0.9947575818498618,,0.9350601434707642,0.654,2.163,,-1.0,0.0,BREEDS
322,entity30,DCR,resnet18,TPS,0.474,0.81,0.15,False,0.6302924469615021,0.468,0.933,0.9947575818498618,,0.9455983356143036,0.668,2.342,,-1.0,0.0,BREEDS
323,entity30,PCR,resnet18,TPS,0.474,0.81,0.15,False,0.6302924469615021,0.468,0.933,0.9947575818498618,,0.93788743019104,0.658,2.206,,-1.0,0.0,BREEDS
324,entity30,QTC,resnet18,TPS,0.474,0.81,0.15,False,0.6302924469615021,0.468,0.933,0.9947575818498618,0.0508333332836627,0.9669442883025556,0.713,2.865,,-1.0,0.0,BREEDS
325,entity30,QTC-SC,resnet18,TPS,0.474,0.81,0.15,False,0.6302924469615021,0.468,0.933,0.9947575818498618,0.0164999961853027,0.9960059558888944,0.863,6.231,,-1.0,0.0,BREEDS
326,entity30,QTC-ST,resnet18,APS,0.474,0.81,0.15,,0.6302924469615021,0.468,0.933,0.9947575818498618,,0.9226666688919068,0.638,2.004,,,,BREEDS
327,entity30,ACR,resnet18,TPS,0.474,0.81,0.2,False,0.3658028411308925,0.38,0.634,0.9885919335056096,,0.918222963809967,0.633,1.959,,-1.0,0.0,BREEDS
328,entity30,CHR,resnet18,TPS,0.474,0.81,0.2,False,0.3658028411308925,0.38,0.634,0.9885919335056096,,0.9264569282531738,0.643,2.048,,-1.0,0.0,BREEDS
329,entity30,CHR-,resnet18,TPS,0.474,0.81,0.2,False,0.3658028411308925,0.38,0.634,0.9885919335056096,,0.8843127489089966,0.598,1.681,,-1.0,0.0,BREEDS
330,entity30,DCR,resnet18,TPS,0.474,0.81,0.2,False,0.3658028411308925,0.38,0.634,0.9885919335056096,,0.9230732488075892,0.639,2.008,,-1.0,0.0,BREEDS
331,entity30,PCR,resnet18,TPS,0.474,0.81,0.2,False,0.3658028411308925,0.38,0.634,0.9885919335056096,,0.8750258088111877,0.591,1.62,,-1.0,0.0,BREEDS
332,entity30,QTC,resnet18,TPS,0.474,0.81,0.2,False,0.3658028411308925,0.38,0.634,0.9885919335056096,0.0700000002980232,0.9335025458545634,0.651,2.139,,-1.0,0.0,BREEDS
333,entity30,QTC-SC,resnet18,TPS,0.474,0.81,0.2,False,0.3658028411308925,0.38,0.634,0.9885919335056096,0.0261666774749755,0.9908778451677752,0.817,4.708,,-1.0,0.0,BREEDS
334,entity30,QTC-ST,resnet18,APS,0.474,0.81,0.2,,0.3658028411308925,0.38,0.634,0.9885919335056096,,0.7558333277702332,0.517,1.179,,,,BREEDS
335,entity13,ACR,resnet18,TPS,0.594,0.934,0.01,False,0.9959749624045624,0.925,4.007,0.9999615787280718,,0.9979101419448853,0.94,4.643,,-1.0,0.0,BREEDS
336,entity13,CHR,resnet18,TPS,0.594,0.934,0.01,False,0.9959749624045624,0.925,4.007,0.9999615787280718,,0.9977959990501404,0.939,4.592,,-1.0,0.0,BREEDS
337,entity13,CHR-,resnet18,TPS,0.594,0.934,0.01,False,0.9959749624045624,0.925,4.007,0.9999615787280718,,0.9976596236228944,0.938,4.535,,-1.0,0.0,BREEDS
338,entity13,DCR,resnet18,TPS,0.594,0.934,0.01,False,0.9959749624045624,0.925,4.007,0.9999615787280718,,0.9983559742482436,0.946,4.892,,-1.0,0.0,BREEDS
339,entity13,PCR,resnet18,TPS,0.594,0.934,0.01,False,0.9959749624045624,0.925,4.007,0.9999615787280718,,1.0013294219970703,1.0,13.0,,-1.0,0.0,BREEDS
340,entity13,QTC,resnet18,TPS,0.594,0.934,0.01,False,0.9959749624045624,0.925,4.007,0.9999615787280718,0.0038461538497358,0.999648092123113,0.972,6.545,,-1.0,0.0,BREEDS
341,entity13,QTC-SC,resnet18,TPS,0.594,0.934,0.01,False,0.9959749624045624,0.925,4.007,0.9999615787280718,0.0067692399024963,0.9984885175421964,0.947,4.98,,-1.0,0.0,BREEDS
342,entity13,QTC-ST,resnet18,APS,0.594,0.934,0.01,,0.9959749624045624,0.925,4.007,0.9999615787280718,,0.9932307600975036,0.905,3.523,,,,BREEDS
343,entity13,ACR,resnet18,TPS,0.594,0.934,0.025,False,0.9764052398840896,0.847,2.519,0.9997166251448828,,0.992401957511902,0.9,3.421,,-1.0,0.0,BREEDS
344,entity13,CHR,resnet18,TPS,0.594,0.934,0.025,False,0.9764052398840896,0.847,2.519,0.9997166251448828,,0.9927473664283752,0.902,3.464,,-1.0,0.0,BREEDS
345,entity13,CHR-,resnet18,TPS,0.594,0.934,0.025,False,0.9764052398840896,0.847,2.519,0.9997166251448828,,0.9925427436828612,0.901,3.44,,-1.0,0.0,BREEDS
346,entity13,DCR,resnet18,TPS,0.594,0.934,0.025,False,0.9764052398840896,0.847,2.519,0.9997166251448828,,0.992573605139088,0.901,3.443,,-1.0,0.0,BREEDS
347,entity13,PCR,resnet18,TPS,0.594,0.934,0.025,False,0.9764052398840896,0.847,2.519,0.9997166251448828,,0.9975632429122924,0.937,4.495,,-1.0,0.0,BREEDS
348,entity13,QTC,resnet18,TPS,0.594,0.934,0.025,False,0.9764052398840896,0.847,2.519,0.9997166251448828,0.0103076919913291,0.995817663169091,0.923,3.968,,-1.0,0.0,BREEDS
349,entity13,QTC-SC,resnet18,TPS,0.594,0.934,0.025,False,0.9764052398840896,0.847,2.519,0.9997166251448828,0.0067692399024963,0.9984885175421964,0.947,4.98,,-1.0,0.0,BREEDS
350,entity13,QTC-ST,resnet18,APS,0.594,0.934,0.025,,0.9764052398840896,0.847,2.519,0.9997166251448828,,0.9932307600975036,0.905,3.523,,,,BREEDS
351,entity13,ACR,resnet18,TPS,0.594,0.934,0.05,False,0.9203981176606738,0.763,1.751,0.9986847656397804,,0.9765663743019104,0.847,2.523,,-1.0,0.0,BREEDS
352,entity13,CHR,resnet18,TPS,0.594,0.934,0.05,False,0.9203981176606738,0.763,1.751,0.9986847656397804,,0.9793409705162048,0.855,2.617,,-1.0,0.0,BREEDS
353,entity13,CHR-,resnet18,TPS,0.594,0.934,0.05,False,0.9203981176606738,0.763,1.751,0.9986847656397804,,0.9803783893585204,0.858,2.655,,-1.0,0.0,BREEDS
354,entity13,DCR,resnet18,TPS,0.594,0.934,0.05,False,0.9203981176606738,0.763,1.751,0.9986847656397804,,0.9771918520919406,0.849,2.543,,-1.0,0.0,BREEDS
355,entity13,PCR,resnet18,TPS,0.594,0.934,0.05,False,0.9203981176606738,0.763,1.751,0.9986847656397804,,0.9842957258224488,0.869,2.819,,-1.0,0.0,BREEDS
356,entity13,QTC,resnet18,TPS,0.594,0.934,0.05,False,0.9203981176606738,0.763,1.751,0.9986847656397804,0.0198461543768644,0.9839874394079664,0.868,2.805,,-1.0,0.0,BREEDS
357,entity13,QTC-SC,resnet18,TPS,0.594,0.934,0.05,False,0.9203981176606738,0.763,1.751,0.9986847656397804,0.0067692399024963,0.9984885175421964,0.947,4.98,,-1.0,0.0,BREEDS
358,entity13,QTC-ST,resnet18,APS,0.594,0.934,0.05,,0.9203981176606738,0.763,1.751,0.9986847656397804,,0.9901538491249084,0.89,3.2,,,,BREEDS
359,entity13,ACR,resnet18,TPS,0.594,0.934,0.075,False,0.8139619995316062,0.685,1.325,0.9960331159546576,,0.95278662443161,0.804,2.054,,-1.0,0.0,BREEDS
360,entity13,CHR,resnet18,TPS,0.594,0.934,0.075,False,0.8139619995316062,0.685,1.325,0.9960331159546576,,0.9589663743972778,0.815,2.144,,-1.0,0.0,BREEDS
361,entity13,CHR-,resnet18,TPS,0.594,0.934,0.075,False,0.8139619995316062,0.685,1.325,0.9960331159546576,,0.95925772190094,0.815,2.148,,-1.0,0.0,BREEDS
362,entity13,DCR,resnet18,TPS,0.594,0.934,0.075,False,0.8139619995316062,0.685,1.325,0.9960331159546576,,0.9535558093746695,0.805,2.063,,-1.0,0.0,BREEDS
363,entity13,PCR,resnet18,TPS,0.594,0.934,0.075,False,0.8139619995316062,0.685,1.325,0.9960331159546576,,0.9677772521972656,0.829,2.3,,-1.0,0.0,BREEDS
364,entity13,QTC,resnet18,TPS,0.594,0.934,0.075,False,0.8139619995316062,0.685,1.325,0.9960331159546576,0.0270769223570823,0.972995128462248,0.839,2.421,,-1.0,0.0,BREEDS
365,entity13,QTC-SC,resnet18,TPS,0.594,0.934,0.075,False,0.8139619995316062,0.685,1.325,0.9960331159546576,0.0067692399024963,0.9984885175421964,0.947,4.98,,-1.0,0.0,BREEDS
366,entity13,QTC-ST,resnet18,APS,0.594,0.934,0.075,,0.8139619995316062,0.685,1.325,0.9960331159546576,,0.9760000109672546,0.846,2.507,,,,BREEDS
367,entity13,ACR,resnet18,TPS,0.594,0.934,0.1,False,0.6506424417587429,0.613,1.038,0.992431316773436,,0.9227302074432372,0.766,1.768,,-1.0,0.0,BREEDS
368,entity13,CHR,resnet18,TPS,0.594,0.934,0.1,False,0.6506424417587429,0.613,1.038,0.992431316773436,,0.9356594681739808,0.779,1.868,,-1.0,0.0,BREEDS
369,entity13,CHR-,resnet18,TPS,0.594,0.934,0.1,False,0.6506424417587429,0.613,1.038,0.992431316773436,,0.9315114617347716,0.775,1.83,,-1.0,0.0,BREEDS
370,entity13,DCR,resnet18,TPS,0.594,0.934,0.1,False,0.6506424417587429,0.613,1.038,0.992431316773436,,0.9233603050800472,0.767,1.772,,-1.0,0.0,BREEDS
371,entity13,PCR,resnet18,TPS,0.594,0.934,0.1,False,0.6506424417587429,0.613,1.038,0.992431316773436,,0.9412218332290648,0.786,1.921,,-1.0,0.0,BREEDS
372,entity13,QTC,resnet18,TPS,0.594,0.934,0.1,False,0.6506424417587429,0.613,1.038,0.992431316773436,0.0358461551368236,0.9571047307098318,0.812,2.115,,-1.0,0.0,BREEDS
373,entity13,QTC-SC,resnet18,TPS,0.594,0.934,0.1,False,0.6506424417587429,0.613,1.038,0.992431316773436,0.012000024318695,0.994881471768668,0.916,3.783,,-1.0,0.0,BREEDS
374,entity13,QTC-ST,resnet18,APS,0.594,0.934,0.1,,0.6506424417587429,0.613,1.038,0.992431316773436,,0.9289230704307556,0.772,1.81,,,,BREEDS
375,entity13,ACR,resnet18,TPS,0.594,0.934,0.15,False,0.3567780584358249,0.512,0.74,0.9776972610673222,,0.8473542332649231,0.704,1.417,,-1.0,0.0,BREEDS
376,entity13,CHR,resnet18,TPS,0.594,0.934,0.15,False,0.3567780584358249,0.512,0.74,0.9776972610673222,,0.8891867995262146,0.734,1.575,,-1.0,0.0,BREEDS
377,entity13,CHR-,resnet18,TPS,0.594,0.934,0.15,False,0.3567780584358249,0.512,0.74,0.9776972610673222,,0.8468211889266968,0.704,1.415,,-1.0,0.0,BREEDS
378,entity13,DCR,resnet18,TPS,0.594,0.934,0.15,False,0.3567780584358249,0.512,0.74,0.9776972610673222,,0.859514269258884,0.712,1.456,,-1.0,0.0,BREEDS
379,entity13,PCR,resnet18,TPS,0.594,0.934,0.15,False,0.3567780584358249,0.512,0.74,0.9776972610673222,,0.854960560798645,0.709,1.439,,-1.0,0.0,BREEDS
380,entity13,QTC,resnet18,TPS,0.594,0.934,0.15,False,0.3567780584358249,0.512,0.74,0.9776972610673222,0.0538461543619632,0.9079540441169016,0.75,1.671,,-1.0,0.0,BREEDS
381,entity13,QTC-SC,resnet18,TPS,0.594,0.934,0.15,False,0.3567780584358249,0.512,0.74,0.9776972610673222,0.0180000066757202,0.986881985101872,0.876,2.96,,-1.0,0.0,BREEDS
382,entity13,QTC-ST,resnet18,APS,0.594,0.934,0.15,,0.3567780584358249,0.512,0.74,0.9776972610673222,,0.7250769138336182,0.64,1.138,,,,BREEDS
383,entity13,ACR,resnet18,TPS,0.594,0.934,0.2,False,0.1689688402395982,0.436,0.572,0.9509879286481784,,0.7821251153945923,0.667,1.248,,-1.0,0.0,BREEDS
384,entity13,CHR,resnet18,TPS,0.594,0.934,0.2,False,0.1689688402395982,0.436,0.572,0.9509879286481784,,0.8255462050437927,0.691,1.354,,-1.0,0.0,BREEDS
385,entity13,CHR-,resnet18,TPS,0.594,0.934,0.2,False,0.1689688402395982,0.436,0.572,0.9509879286481784,,0.7810946702957153,0.667,1.246,,-1.0,0.0,BREEDS
386,entity13,DCR,resnet18,TPS,0.594,0.934,0.2,False,0.1689688402395982,0.436,0.572,0.9509879286481784,,0.7914516168814439,0.672,1.27,,-1.0,0.0,BREEDS
387,entity13,PCR,resnet18,TPS,0.594,0.934,0.2,False,0.1689688402395982,0.436,0.572,0.9509879286481784,,0.7386400103569031,0.647,1.165,,-1.0,0.0,BREEDS
388,entity13,QTC,resnet18,TPS,0.594,0.934,0.2,False,0.1689688402395982,0.436,0.572,0.9509879286481784,0.0724615380167961,0.8333073733575687,0.695,1.375,,-1.0,0.0,BREEDS
389,entity13,QTC-SC,resnet18,TPS,0.594,0.934,0.2,False,0.1689688402395982,0.436,0.572,0.9509879286481784,0.0269230604171752,0.9735851764000398,0.841,2.438,,-1.0,0.0,BREEDS
390,entity13,QTC-ST,resnet18,APS,0.594,0.934,0.2,,0.1689688402395982,0.436,0.572,0.9509879286481784,,0.432461529970169,0.538,0.808,,,,BREEDS
